Market,"Owner/Operator, Franchise",ADDRESS,CTY,ST,Zip,Area,Year
Bridgeport - New Haven,CubeSmart Self Storage,101 Old Windsor Road,Bloomfield,CT,06002,75180,2018
Bridgeport - New Haven,CubeSmart Self Storage,450 Putnam Avenue,Hamden,CT,06517,73414,2015
Bridgeport - New Haven,CubeSmart Self Storage,873 Main Street,Monroe,CT,06468,58100,1995
Bridgeport - New Haven,CubeSmart Self Storage,201 Lake Avenue,Bristol,CT,06010,54660,1989
Bridgeport - New Haven,CubeSmart Self Storage,167-3 Elm Street,Old Saybrook,CT,06475,46735,1984
Bridgeport - New Haven,CubeSmart Self Storage,522 Cottage Grove Road,Bloomfield,CT,06002,53210,1991
Bridgeport - New Haven,CubeSmart Self Storage,260 Washington Road,Enfield,CT,06082,53405,1989
Bridgeport - New Haven,CubeSmart Self Storage,255 Center Street,Manchester,CT,06040,58700,1999
Bridgeport - New Haven,CubeSmart Self Storage,111 Danbury Road,Wilton,CT,06897,126056,1997
Bridgeport - New Haven,CubeSmart Self Storage,82 Fair Street,Norwalk,CT,06851,50256,2009
Bridgeport - New Haven,CubeSmart Self Storage,829 Bridgeport Avenue,Shelton,CT,06484,100580,2007
Bridgeport - New Haven,CubeSmart Self Storage,166 Adams Street,Manchester,CT,06042,80900,2009
Bridgeport - New Haven,CubeSmart Self Storage,90 Rowe Avenue,Milford,CT,06461,52542,1975
Bridgeport - New Haven,CubeSmart Self Storage,45 School House Road,Old Saybrook,CT,06475,34150,1990
Bridgeport - New Haven,CubeSmart Self Storage,99 Hamilton Avenue,Stamford,CT,06902,36591,1955
Bridgeport - New Haven,CubeSmart Self Storage,175 Costello Road,Newington,CT,06111,34590,1995
Bridgeport - New Haven,CubeSmart Self Storage,26 Maselli Road,Newington,CT,06111,36080,1979
Bridgeport - New Haven,CubeSmart Self Storage,162 Bouton Street,Norwalk,CT,06854,105400,1990
Bridgeport - New Haven,CubeSmart Self Storage,1501 Route 12,Gales Ferry,CT,06335,67357,1987
Bridgeport - New Haven,CubeSmart Self Storage,23 South Main Street,East Windsor,CT,06088,39000,1986
Bridgeport - New Haven,CubeSmart Self Storage,785 Sherman Avenue,Hamden,CT,06514,86000,2006
Bridgeport - New Haven,CubeSmart Self Storage,10 Hillside Road,Cromwell,CT,06416,49375,2004
Bridgeport - New Haven,CubeSmart Self Storage,171 Cedar Street,Branford,CT,06405,54675,1985
Bridgeport - New Haven,CubeSmart Self Storage,868 Flanders Road,Mystic,CT,06355,60588,1965
Bridgeport - New Haven,CubeSmart Self Storage,282 Chapel Road,South Windsor,CT,06074,80790,1976
Bridgeport - New Haven,CubeSmart Self Storage,510 North Main Street,Manchester,CT,06042,52995,1984
Bronx,CubeSmart Self Storage,2301 Tillotson Avenue,Bronx,NY,10475,127120,2016
Bronx,CubeSmart Self Storage,2880 Exterior Street,Bronx,NY,10463,218500,2018
Bronx,CubeSmart Self Storage,395 Brook Avenue,Bronx,NY,10454,109339,2003
Bronx,CubeSmart Self Storage,1235 East Tremont Avenue,Bronx,NY,10460,50617,2013
Bronx,CubeSmart Self Storage,255 Exterior Street,Bronx,NY,10451,122354,2006
Bronx,CubeSmart Self Storage,955 Bronx River Avenue,Bronx,NY,10473,90660,2006
Bronx,CubeSmart Self Storage,1425 Bruckner Blvd,Bronx,NY,10472,27200,2010
Bronx,CubeSmart Self Storage,1980 White Plains Road,Bronx,NY,10462,50015,2006
Bronx,CubeSmart Self Storage,1376 Cromwell Avenue,Bronx,NY,10452,127860,2005
Bronx,CubeSmart Self Storage,1810 Southern Blvd,Bronx,NY,10460,97101,2004
Bronx,CubeSmart Self Storage,1880 Bartow Avenue,Bronx,NY,10469,194000,1972
Bronx,CubeSmart Self Storage,1816 Boston Road,Bronx,NY,10460,44382,2005
Bronx,CubeSmart Self Storage,200 East 135th Street,Bronx,NY,10451,214560,2000
Brooklyn,CubeSmart Self Storage,3068 Cropsey Avenue,Brooklyn,NY,11224,159824,2017
Brooklyn,CubeSmart Self Storage,1151 East New York Avenue,Brooklyn,NY,11212,132355,2014
Brooklyn,CubeSmart Self Storage,2964 Shell Road,Brooklyn,NY,11224,140805,2015
Brooklyn,CubeSmart Self Storage,1050 Atlantic Avenue,Brooklyn,NY,11238,50550,2013
Brooklyn,CubeSmart Self Storage,900 Atlantic Avenue,Brooklyn,NY,11238,83095,1997
Brooklyn,CubeSmart Self Storage,945 Atlantic Avenue,Brooklyn,NY,11238,48400,2006
Brooklyn,CubeSmart Self Storage,2887 Atlantic Avenue,Brooklyn,NY,11207,87260,2004
Brooklyn,CubeSmart Self Storage,2990 Cropsey Avenue,Brooklyn,NY,11214,96455,2006
Brooklyn,CubeSmart Self Storage,486 Stanley Avenue,Brooklyn,NY,11207,89586,2006
Brooklyn,CubeSmart Self Storage,1220 Broadway,Brooklyn,NY,11221,60405,2006
Brooklyn,CubeSmart Self Storage,2049 Pitkin Avenue,Brooklyn,NY,11207,63000,2006
Central East Texas,CubeSmart Self Storage,104 Holleman Drive,College Station,TX,77840,26450,1993
Charleston,CubeSmart Self Storage,619 Miles Jamison Road,Summerville,SC,29485,51187,1999
Charleston,CubeSmart Self Storage,1110 Harbour Lake Drive,Goose Creek,SC,29445,45670,1991
Charleston,CubeSmart Self Storage,5850 Rivers Avenue,North Charleston,SC,29406,64246,1982
Charleston,CubeSmart Self Storage,1003 Folly Road,Charleston,SC,29412,41400,1986
Charleston,CubeSmart Self Storage,102 South Goose Creek Blvd,Goose Creek,SC,29445,63300,1990
Charleston,CubeSmart Self Storage,1977 Savannah Hwy,Charleston,SC,29407,59540,1980
Charleston,CubeSmart Self Storage,3355 South Morgans Point Road,Mount Pleasant,SC,29466,31260,2003
Charleston,CubeSmart Self Storage,3260 Ashley Phosphate Road,North Charleston,SC,29418,62310,1988
Charleston,CubeSmart Self Storage,6555 Dorchester Road,North Charleston,SC,29418,51318,1981
Charleston,CubeSmart Self Storage,1074 Clements Ferry Road,Wando,SC,29492,92650,2002
Charleston,CubeSmart Self Storage,3180 Marginal Road,Charleston,SC,29414,76419,2001
Charleston,CubeSmart Self Storage,2787 Hwy 501 E,Conway,SC,29526,151231,1997
Charlotte,CubeSmart Self Storage,1105 Waxhaw Indian Trail Road,Indian Trail,NC,28079,87865,1994
Charlotte,CubeSmart Self Storage,2908 Monroe Road,Charlotte,NC,28205,94115,2016
Charlotte,CubeSmart Self Storage,5008 West W T Harris Blvd,Charlotte,NC,28269,47881,1998
Charlotte,CubeSmart Self Storage,12710 Lancaster Hwy,Pineville,NC,28134,71780,1997
Charlotte,CubeSmart Self Storage,16156 Lancaster Hwy,Charlotte,NC,28277,71872,2008
Charlotte,CubeSmart Self Storage,5921 West Wilkinson Blvd,Belmont,NC,28012,82400,1996
Charlotte,CubeSmart Self Storage,10921 Bailey Road,Cornelius,NC,28031,66880,1999
Charlotte,CubeSmart Self Storage,7043 East Independence Blvd,Charlotte,NC,28227,38100,1982
Chicago - Suburban,CubeSmart Self Storage,14203 South Route 59,Plainfield,IL,60544,58464,2002
Chicago - Suburban,CubeSmart Self Storage,3606 Gabrielle Lane,Aurora,IL,60504,77945,1996
Chicago - Suburban,CubeSmart Self Storage,2114 Oak Leaf Street,Joliet,IL,60436,81190,1996
Chicago - Suburban,CubeSmart Self Storage,565 West Boughton Road,Bolingbrook,IL,60440,75240,2004
Chicago - Suburban,CubeSmart Self Storage,21W209 Lake Street,Addison,IL,60101,36646,1980
Chicago - Suburban,CubeSmart Self Storage,25W630 Army Trail Road,Hanover Park,IL,60133,49110,1986
Chicago - Suburban,CubeSmart Self Storage,900 East Devon Avenue,Bartlett,IL,60103,74120,1993
Chicago - Suburban,CubeSmart Self Storage,27W125 North Avenue,West Chicago,IL,60185,55026,1980
Chicago - Suburban,CubeSmart Self Storage,8000 Route 53,Woodridge,IL,60517,55750,1992
Chicago - Suburban,CubeSmart Self Storage,12408 Industrial Drive East,Plainfield,IL,60544,53100,2000
Chicago - Suburban,CubeSmart Self Storage,143 West 61st Street,Westmont,IL,60559,56930,1979
Chicago - Suburban,CubeSmart Self Storage,30W330 Butterfield Road,Warrenville,IL,60555,50840,1977
Chicago - Suburban,CubeSmart Self Storage,1245 South Highland Avenue,Lombard,IL,60148,50100,1977
Chicago - Suburban,CubeSmart Self Storage,7910 Lemont Road,Downers Grove,IL,60516,91566,2015
Chicago - Suburban,CubeSmart Self Storage,1730 West Irving Park Road,Schaumburg,IL,60193,38190,1989
Chicago - Suburban,CubeSmart Self Storage,1080 South Butterfield Road,Mundelein,IL,60060,50605,1988
Chicago - Suburban,CubeSmart Self Storage,20825 North Rand Road,Kildeer,IL,60047,91585,1987
Chicago - Suburban,CubeSmart Self Storage,3725 Deerfield Road,Riverwoods,IL,60015,65236,2017
Chicago - Suburban,CubeSmart Self Storage,665 South Green Bay Road,Waukegan,IL,60085,73162,1992
Chicago - Suburban,CubeSmart Self Storage,1042 South Milwaukee Road,Wheeling,IL,60090,79461,1982
Chicago - Suburban,CubeSmart Self Storage,1104 West Lincoln Hwy,Schererville,IN,46375,78221,2004
Chicago - Suburban,CubeSmart Self Storage,1089 East Avenue,Streamwood,IL,60107,70969,1987
Chicago - Suburban,CubeSmart Self Storage,3301 Buckley Road,North Chicago,IL,60064,46300,1992
Chicago - Suburban,CubeSmart Self Storage,1551 West Algonquin Road,Mount Prospect,IL,60056,65200,1980
Chicago - Suburban,CubeSmart Self Storage,1950 South Mount Prospect Road,Des Plaines,IL,60018,68570,1979
Chicago - Suburban,CubeSmart Self Storage,1750 Busse Road,Elk Grove Village,IL,60007,69567,1987
Chicago - Suburban,CubeSmart Self Storage,3501 Washington Street,Gurnee,IL,60031,92931,1993
Chicago - Suburban,CubeSmart Self Storage,1004 South Milwaukee Road,Wheeling,IL,60090,58480,1977
Chicago - Urban,CubeSmart Self Storage,4100 West Diversey Avenue,Chicago,IL,60639,126000,2017
Chicago - Urban,CubeSmart Self Storage,2801 Harrison Street,Bellwood,IL,60104,116201,1956
Chicago - Urban,CubeSmart Self Storage,407 East 25th Street,Chicago,IL,60616,156000,2004
Chicago - Urban,CubeSmart Self Storage,9801 West 55th Street,Countryside,IL,60525,144110,2000
Chicago - Urban,CubeSmart Self Storage,2484 Oakton Street,Evanston,IL,60202,87253,2004
Chicago - Urban,CubeSmart Self Storage,1900 North Narragansett Avenue,Chicago ,IL,60639,100287,2012
Chicago - Urban,CubeSmart Self Storage,1775 Chestnut Avenue,Glenview,IL,60025,34428,2014
Chicago - Urban,CubeSmart Self Storage,6201 South Harlem Avenue,Chicago,IL,60638,105677,2008
Chicago - Urban,CubeSmart Self Storage,8312 South Chicago Avenue,Chicago,IL,60617,43500,2006
Chicago - Urban,CubeSmart Self Storage,16731 Halsted Street,Harvey,IL,60426,60404,1989
Chicago - Urban,CubeSmart Self Storage,3402 North Kedzie Avenue,Chicago,IL,60618,61163,2008
Chicago - Urban,CubeSmart Self Storage,12400 South Western Avenue,Blue Island,IL,60406,65325,2008
Chicago - Urban,CubeSmart Self Storage,101 South 1st Avenue,Maywood,IL,60153,95040,2008
Chicago - Urban,CubeSmart Self Storage,2647 North Western Avenue,Chicago,IL,60647,116522,2004
Chicago - Urban,CubeSmart Self Storage,1718 Waukegan Road,Glenview,IL,60025,100285,1999
Cleveland - Akron,CubeSmart Self Storage,5440 South Marginal Road,Cleveland,OH,44114,51500,1997
Cleveland - Akron,CubeSmart Self Storage,28429 Lorain Road,North Olmsted,OH,44070,56300,1988
Cleveland - Akron,CubeSmart Self Storage,1324 Hird Avenue,Lakewood,OH,44107,52634,1999
Cleveland - Akron,CubeSmart Self Storage,24360 Sperry Drive,Westlake,OH,44145,72900,2000
Cleveland - Akron,CubeSmart Self Storage,10645 Leuer Avenue,Cleveland,OH,44108,77200,2000
Cleveland - Akron,CubeSmart Self Storage,4720 Warrensville Center Road,North Randall,OH,44128,122746,1991
Cleveland - Akron,CubeSmart Self Storage,24000 Lorain Road,North Olmsted,OH,44070,77700,1978
Cleveland - Akron,CubeSmart Self Storage,6801 Engle Road,Middleburg Heights,OH,44130,94400,1985
Cleveland - Akron,CubeSmart Self Storage,15910 Pearl Road,Strongsville,OH,44136,60800,1976
Cleveland - Akron,CubeSmart Self Storage,23711 Miles Road,Warrensville Heights,OH,44128,93950,1980
Cleveland - Akron,CubeSmart Self Storage,2000 Brookpark Road,Cleveland,OH,44109,80000,
Colorado Springs,CubeSmart Self Storage,2310 South Circle Drive,Colorado Springs,CO,80910,62600,2001
Colorado Springs,CubeSmart Self Storage,380 East Garden of the Gods Road,Colorado Springs,CO,80907,50782,1986
Columbus,CubeSmart Self Storage,3300 Southwest Blvd,Grove City,OH,43123,97840,1997
Columbus,CubeSmart Self Storage,1531 Georgesville Road,Columbus,OH,43228,55600,1998
Columbus,CubeSmart Self Storage,3391 South High Street,Columbus,OH,43207,64850,2002
Columbus,CubeSmart Self Storage,5411 West Broad Street,Columbus,OH,43228,79700,1999
Columbus,CubeSmart Self Storage,5252 Nike Drive,Hilliard,OH,43026,103229,1995
Columbus,CubeSmart Self Storage,4061 Roberts Road,Columbus,OH,43228,66820,2004
Columbus,CubeSmart Self Storage,707 Enterprise Drive,Lewis Center,OH,43035,105326,2005
Columbus,CubeSmart Self Storage,3344 Morce Road,Columbus,OH,43231,71893,2006
Columbus,CubeSmart Self Storage,57 East Chestnut Street,Columbus,OH,43215,46873,1986
Columbus,CubeSmart Self Storage,6446 East Main Street,Reynoldsburg,OH,43068,70437,1984
Dallas - North,CubeSmart Self Storage,9500 Frisco Street,Frisco,TX,75034,83328,2001
Dallas - North,CubeSmart Self Storage,8749 Wade Blvd,Frisco,TX,75034,102127,2003
Dallas - North,CubeSmart Self Storage,1350 North 1st Street,Garland,TX,75040,59800,1993
Dallas - North,CubeSmart Self Storage,8680 Stonebrook Pkwy,Frisco,TX,75034,59950,1996
Dallas - North,CubeSmart Self Storage,1717 Angel Pkwy,Allen,TX,75002,71581,2003
Dallas - North,CubeSmart Self Storage,17613 Coit Road,Dallas,TX,75252,89228,1996
Dallas - North,CubeSmart Self Storage,2421 FM 423,Little Elm,TX,75068,72710,2003
Dallas - North,CubeSmart Self Storage,2711 Cedar Springs Road,Dallas,TX,75201,95138,1964
Dallas - North,CubeSmart Self Storage,6831 West Northwest Hwy,Dallas,TX,75225,80000,2012
Dallas - North,CubeSmart Self Storage,2511 Sunflower Drive,Little Elm,TX,75068,85499,2006
Dallas - North,CubeSmart Self Storage,12300 College Pkwy,Frisco,TX,75035,81150,2004
Dallas - North,CubeSmart Self Storage,7749 Stonebrook Pkwy,Frisco,TX,75034,91579,2001
Dallas - North,CubeSmart Self Storage,4105 Fairway Drive,Carrollton,TX,75010,88108,2002
Dallas - North,CubeSmart Self Storage,2375 Arapaho Road,Garland,TX,75044,78000,2003
Dallas - North,CubeSmart Self Storage,1700 South Central Expwy,McKinney,TX,75070,77710,1997
Dallas - North,CubeSmart Self Storage,812 North McDonald Street,McKinney,TX,75069,50736,1995
Dallas - North,CubeSmart Self Storage,4097 Rosemeade Pkwy,Dallas,TX,75287,68900,1996
Dallas - North,CubeSmart Self Storage,10121 Warren Pkwy,Frisco,TX,75035,76175,1998
Dallas - North,CubeSmart Self Storage,12250 Eldorado Pkwy,Frisco,TX,75035,92276,2013
Dallas - North,CubeSmart Self Storage,9233 Westridge Blvd,McKinney,TX,75069,61169,2014
Dallas - North,CubeSmart Self Storage,4441 Alma Road,Mckinney,TX,75070,99726,2017
Dallas - North,CubeSmart Self Storage,5818 Lyndon B Johnson Fwy,Dallas,TX,75230,151021,2015
Dallas - North,CubeSmart Self Storage,5505 Maple Avenue,Dallas,TX,75235,141105,2017
Dallas - Suburban,CubeSmart Self Storage,900 West Round Grove Road,Lewisville,TX,75067,89040,2002
Dallas - Suburban,CubeSmart Self Storage,1236 Texas Street,Lewisville,TX,75057,73160,1996
Dallas - Suburban,CubeSmart Self Storage,501 Highway 121 Bypass,Lewisville,TX,75067,143689,2000
Dallas - Suburban,CubeSmart Self Storage,1201 North Highway 377,Roanoke,TX,76262,65412,2001
Dallas - Suburban,CubeSmart Self Storage,201 South Interstate 35 East,Denton,TX,76205,61900,1995
Denver,CubeSmart Self Storage,6790 Federal Blvd,Denver,CO,80221,58860,1997
Denver,CubeSmart Self Storage,6150 Leetsdale Drive,Denver,CO,80224,75160,2007
Denver,CubeSmart Self Storage,7059 South Kenton Street,Centennial,CO,80112,82115,2009
Denver,CubeSmart Self Storage,5353 East County Line Road,Littleton,CO,80122,53151,1987
Denver,CubeSmart Self Storage,16845 Mt Vernon Road,Golden,CO,80401,94475,1985
Denver,CubeSmart Self Storage,11402 Cherokee Street,Northglenn,CO,80234,43400,1980
Denver,CubeSmart Self Storage,10303 East Warren Avenue,Denver,CO,80247,76310,1981
Denver,CubeSmart Self Storage,8444 North Pecos Street,Federal Heights,CO,80260,52204,1980
Denver,CubeSmart Self Storage,8930 East Hampden Avenue,Denver,CO,80231,100800,2015
Fort Lauderdale,CubeSmart Self Storage,901 NW 1st Street,Fort Lauderdale,FL,33311,81213,2007
Fort Lauderdale,CubeSmart Self Storage,5061 NE 13th Avenue,Oakland Park,FL,33334,96600,1998
Fort Lauderdale,CubeSmart Self Storage,4801 West Hillsboro Blvd,Coconut Creek,FL,33073,115802,1999
Fort Lauderdale,CubeSmart Self Storage,3901 Riverland Road,Fort Lauderdale,FL,33312,91719,1999
Fort Lauderdale,CubeSmart Self Storage,5501 NW 15th Street,Margate,FL,33063,71754,1983
Fort Lauderdale,CubeSmart Self Storage,2010 NE 7th Avenue,Dania Beach,FL,33004,253119,1985
Fort Lauderdale,CubeSmart Self Storage,349 West Hillsboro Blvd,Deerfield Beach,FL,33441,67350,1998
Fort Lauderdale,CubeSmart Self Storage,6550 SW 160th Avenue,Southwest Ranches,FL,33331,88308,2004
Fort Lauderdale,CubeSmart Self Storage,10755 Pembroke Road,Pembroke Pines,FL,33025,87486,1997
Fort Lauderdale,CubeSmart Self Storage,4080 Ravenswood Road,Fort Lauderdale,FL,33312,71687,1987
Fort Lauderdale,CubeSmart Self Storage,13290 State Road 84,Davie,FL,33325,101136,2000
Fort Lauderdale,CubeSmart Self Storage,4731 West Sample Road,Coconut Creek,FL,33073,97727,2001
Fort Lauderdale,CubeSmart Self Storage,5500 NW 15th Street,Margate,FL,33063,53884,1978
Fort Lauderdale,CubeSmart Self Storage,2801 SW 160th Avenue,Miramar,FL,33027,104627,2009
Fort Worth,CubeSmart Self Storage,1871 Country Club Drive,Mansfield,TX,76063,85092,2002
Fort Worth,CubeSmart Self Storage,7201 North Fwy,Fort Worth,TX,76131,85670,2006
Fort Worth,CubeSmart Self Storage,8800 Davis Blvd,Keller,TX,76248,104422,2000
Fort Worth,CubeSmart Self Storage,1761 Eastchase Pkwy,Fort Worth,TX,76120,73552,2002
Fort Worth,CubeSmart Self Storage,1455 Highway 287 North,Mansfield,TX,76063,72575,2002
Fort Worth,CubeSmart Self Storage,5637 Basswood Blvd,Fort Worth,TX,76137,50681,2000
Fort Worth,CubeSmart Self Storage,6612 Davis Blvd,North Richland Hills,TX,76182,57400,2002
Fort Worth,CubeSmart Self Storage,8065 Old Decatur Road,Fort Worth,TX,76179,89689,2009
Fort Worth,CubeSmart Self Storage,1587 FM 157,Mansfield,TX,76063,80424,2002
Fort Worth,CubeSmart Self Storage,2721 White Settlement Road,Fort Worth,TX,76107,109551,2015
Fort Worth,CubeSmart Self Storage,2105 Ira East Woods Avenue,Grapevine,TX,76051,77493,2016
Houston - East,CubeSmart Self Storage,12955 South Fwy,Houston,TX,77047,101931,2007
Houston - East,CubeSmart Self Storage,3045 Business Center Drive,Pearland,TX,77584,97039,2003
Houston - East,CubeSmart Self Storage,9109 Hughes Ranch Road,Pearland,TX,77584,61518,1998
Houston - East,CubeSmart Self Storage,10401 Broadway Street,Pearland,TX,77584,86545,2000
