year,state_county,yrly_new_props,cur_props,.dec_2000_total_occupied,.dec_2000_total_renter_occupied,.dec_2000_total_vacant,.dec_2000_total_pop_occupied,.dec_2000_total_pop_renter_occupied,.dec_2000_total_pop,.dec_2000_avg_household_size,.dec_2000_median_age,.dec_2000_median_income,.acs_2010_total_pop,.acs_2010_total_pop_occupied,.acs_2010_total_pop_renter_occupied,.acs_2010_total_vacant,.acs_2010_median_income,.acs_2010_median_age,.acs_2020_total_pop,.acs_2020_total_pop_occupied,.acs_2020_total_pop_renter_occupied,.acs_2020_total_vacant,.acs_2020_median_income,.acs_2020_median_age
2007,15003,4,15,286450,356213,29538,845211,115027,876156,2.95,35.7,60118,936984,545444,253709,29985,30723,41.4,979682,566755,277984,35860,38373,40.9
2007,17031,2,101,1974181,2035740,121940,5283124,105393,5376741,2.68,33.6,53784,5172848,3201667,1325640,236952,27674,40.1,5169517,3079200,1542338,207015,35336,40.5
2007,17043,0,28,325601,171479,10020,889048,16270,904161,2.73,35.2,79314,911481,711681,113501,20351,35840,43,926005,688124,160856,16907,43245,43.7
2007,17089,0,11,133901,84644,5097,397616,1447,404119,2.97,32.2,66558,502628,390052,67610,9671,30761,41.3,531756,392723,96815,7456,35433,42.6
2007,17093,0,2,18798,7376,721,54352,47,54544,2.89,34.1,69383,105602,90703,8573,2135,39390,39.5,127583,105093,15146,980,42266,41.7
2007,17097,1,17,216297,122723,9622,623378,4353,644356,2.88,33.8,76424,697179,543141,87022,18725,34103,42.7,699682,513534,119884,15997,38923,43.8
2007,17197,0,13,167542,69526,7982,492605,927,502266,2.94,33.3,69608,667977,567737,54126,13786,33645,41.4,689704,564336,86217,12851,39027,43
2007,18003,0,3,128745,80338,10160,326269,1598,331849,2.53,34.1,52708,351332,253938,59294,15750,26935,41.1,375520,265321,72292,12381,31134,40.9
2007,18011,0,1,17081,8069,848,45278,68,46107,2.65,36.9,58879,54796,43945,6438,1394,34066,43.6,66875,54907,7048,1752,43998,43.4
2007,18019,0,1,38751,25807,2425,94894,229,96472,2.45,36.5,47412,107381,77191,18496,3993,26009,41,117410,85261,24501,6114,31273,41.9
2007,18057,0,4,65933,27215,3545,181123,911,182740,2.75,34.1,80239,261244,214694,23662,6535,39514,41.9,330455,262398,43380,6507,47374,42.9
2007,18059,0,2,20718,8764,1032,54933,31,55391,2.65,37.4,63083,68011,55162,6936,2161,31628,42.9,76614,61651,9573,1013,40082,42.8
2007,18081,0,1,42434,21756,2661,111606,263,115209,2.63,34.9,60571,135994,102526,16389,4412,30393,41.8,156148,114552,26038,3818,35437,41.3
2007,18089,0,4,181633,136089,13359,478916,1099,484564,2.64,35.9,50131,494417,351603,90764,25023,24989,42.6,485983,342146,99864,25033,30660,42.9
2007,18097,1,29,352164,311497,35019,841758,5336,860454,2.39,33.6,49387,890976,532601,205906,59642,25180,39.8,957337,542237,298654,47016,30980,39.3
2007,18141,0,1,100743,63106,6270,252145,1275,265559,2.5,34.4,49653,266522,185734,39473,13667,22822,42.1,270881,180803,56778,12670,28584,41.7
2007,19049,0,5,15584,8066,945,40291,57,40750,2.59,35.1,58293,61714,48651,7409,1762,35245,40,90418,68869,13196,2386,47228,39.7
2007,19129,0,1,5324,2522,347,13847,6,14547,2.6,38.1,49592,15157,11917,1529,493,28229,44.3,15023,11478,2045,676,36862,45
2007,19153,1,10,149112,96333,7335,365671,2797,374601,2.45,34.4,56560,419301,304621,57361,11825,30424,40.1,485418,333566,95980,12985,37225,40.2
2007,19181,0,3,14708,6194,581,38956,25,40671,2.65,36,56344,45346,35853,4117,923,30662,42.5,50867,40860,5500,1020,39858,42.2
2007,20045,0,1,38486,38812,1764,91248,1820,99962,2.37,26.6,53991,109052,57130,20144,3094,20875,34.4,121304,62987,29724,3067,27283,35.3
2007,20091,0,19,174570,98676,7042,446108,4585,451086,2.56,35.2,72987,531228,401604,69802,11889,37097,41.7,597574,439232,99728,11197,45092,41.9
2007,20173,0,7,176444,133287,14689,446591,4856,452869,2.53,33.6,51645,486123,336172,83030,17892,26327,40.9,515416,330411,117397,21318,31071,40.8
2007,20209,0,3,59700,55478,6192,156290,875,157882,2.62,32.5,40333,155462,97675,33082,9588,22156,40.2,165447,98510,48731,7839,27558,39.5
2007,21015,0,5,31258,18351,2093,85403,522,85991,2.73,33.4,61114,114723,89238,13743,3441,31605,40.5,132368,101262,19486,2547,37773,43
2007,21029,0,1,22171,9237,989,61005,22,61236,2.75,34.5,49481,72515,59099,8104,1504,26420,40.5,80921,66254,10754,1901,32295,42.9
2007,21067,0,1,108288,100064,7879,247789,3218,260512,2.29,33,53264,288045,164367,56911,11957,25151,38.8,322200,173894,83844,11887,30974,38.7
2007,21073,0,1,19907,14662,1502,45862,192,47687,2.3,37,51052,49067,30488,9970,2043,28156,42.4,50744,30910,11515,1994,32657,41.8
2007,21111,1,16,287012,215671,18823,680809,3985,693604,2.37,36.7,49161,729452,477096,157331,33530,25536,41.3,768419,473025,198383,30761,32123,40.8
2007,21117,0,2,59444,42102,4127,149598,325,151464,2.52,34.5,52953,158034,111259,26858,6856,27982,40.8,166552,115308,33755,5246,33895,40.6
2007,22051,0,5,176234,146160,11673,451109,4702,455466,2.56,35.9,45834,431019,283412,95213,24205,25020,42.2,434903,271584,123172,18178,30904,42.4
2007,22071,0,5,188251,239063,26840,467033,4425,484674,2.48,33.1,32338,295285,145745,83310,44299,20987,40.7,391249,196160,140878,37186,26607,39.6
2007,24003,0,21,178670,106345,8267,473666,3286,489656,2.65,36,69019,527020,388213,71577,13627,39434,42.7,575421,422169,88746,13208,48003,42.3
2007,24005,0,29,299877,207302,13857,736652,9401,754292,2.46,37.7,59998,799195,543651,161600,17633,33627,42.6,828193,548754,195938,22233,40461,43.1
2007,24013,0,2,52503,21729,1757,147316,140,150897,2.81,36.9,66430,167208,139465,16609,2615,35717,44.4,168233,139465,18947,2506,43291,45.3
2007,24021,2,4,70060,39638,2957,190622,917,195277,2.72,35.6,67879,229205,176657,27985,4980,38405,42.8,255955,195847,38290,4880,45373,43.7
2007,24025,0,4,79667,41661,3479,217028,763,218590,2.72,36.2,63868,242888,201142,26526,5377,36607,43.3,253736,203607,33159,5858,43528,44
2007,24027,0,5,90043,52313,2775,244224,5077,247842,2.71,35.5,85422,279366,215459,35630,4656,50038,43.9,322407,241936,54682,4377,58164,44.4
2007,24031,0,34,324565,242712,10067,863910,26900,873341,2.66,36.8,84035,947230,673694,170637,18584,43468,43.6,1047661,700890,239341,17650,50040,44.4
2007,24033,3,41,286610,280150,15768,784158,9725,801515,2.74,33.3,62467,854722,549962,187299,23259,35899,41.1,910551,563315,245174,18773,41402,42.5
2007,24037,0,2,30642,21757,3439,83429,407,86211,2.72,34.2,61397,102086,73560,15992,4288,37963,41.9,113182,80348,20574,4587,43851,41.5
2007,24510,0,13,257996,291010,42481,625401,5266,651154,2.42,35,35438,620538,309742,209230,58223,22997,39.2,602274,292745,220301,51437,31089,37.8
2007,25005,0,7,205411,169648,11507,521004,3192,534678,2.54,36.7,53733,546433,367021,116986,18483,26509,42.1,563301,367943,144293,15678,34629,43.5
2007,25009,0,10,275419,224569,11725,706530,6953,723419,2.57,37.5,63746,735642,502861,156527,21989,31151,43.6,787038,517451,205084,16702,37335,44
2007,25011,0,1,29466,19665,2473,70129,366,71535,2.38,39.5,50915,71523,51855,12508,3089,27276,45.5,70529,50240,14429,3374,32540,46.5
2007,25013,0,2,175288,155176,10588,441799,2462,456228,2.52,36.4,49257,462270,291444,107993,13938,24160,43.4,466647,286562,132988,13221,30381,42.9
2007,25017,0,17,561220,455676,15461,1412506,40274,1465396,2.52,36.4,74194,1479491,980279,297800,34352,36000,42.3,1605899,1026262,378875,29428,48230,42
2007,25021,1,15,248827,147955,6327,632876,12077,650308,2.54,38.1,77847,662077,487145,104390,12877,38148,44,703740,511254,128080,12213,48912,44.2
2007,25023,0,11,168361,92699,13163,461098,969,472822,2.74,36.8,65554,490784,386836,62480,19063,33029,44.4,518597,406317,77481,17701,41029,45.7
2007,25025,0,8,278722,412907,13798,653214,32321,689807,2.34,31.7,44361,704460,258419,278923,27940,26234,35,801162,290121,347842,28253,36591,35.4
2007,25027,0,10,283927,222589,14232,725791,9261,750963,2.56,36.3,58394,791855,549623,151959,25745,30902,43,826655,556279,188749,22452,36595,44.1
2007,26037,0,1,23653,7983,977,63948,32,64753,2.7,36.7,60491,74235,62146,7049,2102,29582,42.6,78957,64337,9350,1773,35936,43.4
2007,26049,0,1,169825,105135,13805,430794,1049,436141,2.54,35,50090,433054,314731,70523,24375,24323,41.6,406770,285857,83207,22002,27604,42.3
2007,26075,0,1,58168,31045,4738,148383,286,158422,2.55,36.6,50970,161569,118265,20499,8484,23301,43,158174,114045,25246,7503,29056,44
2007,26081,0,2,212890,141468,11110,561546,3245,574335,2.64,32.5,54770,599432,434077,85037,18601,25114,40.1,652617,468805,112773,12320,32002,39.8
2007,26099,0,13,309203,130054,11073,779288,4943,788149,2.52,36.9,62816,837490,674085,97342,25205,27735,41.9,870893,657141,151755,18344,32374,42.7
2007,26125,0,18,471115,235402,20891,1180408,17260,1194156,2.51,36.7,75540,1201113,927009,155659,45653,33381,43.4,1255340,935736,218455,32505,40638,43.6
2007,26161,0,3,125327,103647,5742,301593,10847,322895,2.41,31.3,70393,343947,214783,53443,13108,28228,39.9,368385,224840,71604,8713,35419,38.8
2007,26163,0,13,768440,632021,57705,2028544,12941,2061162,2.64,34,48805,1870362,1258080,394074,135385,22982,41.4,1753059,1106546,476574,120096,27902,41.5
2007,27003,0,6,106428,37950,1663,295106,588,298084,2.77,33.7,64261,327544,271758,29457,5499,33910,42.2,353775,287892,44804,3969,40331,43
2007,27009,0,1,13065,8130,395,33457,127,34226,2.56,31.9,51277,38148,28507,4675,1080,26361,38.9,40476,28456,7698,804,34718,40.1
2007,27019,0,1,24356,8483,527,69186,164,70205,2.84,33.9,73577,88668,76077,6520,1629,37703,42.6,103561,88077,10416,1506,47669,43.9
2007,27037,0,8,131151,59993,2599,353583,2398,355904,2.7,33.7,71062,393380,315603,42205,6746,37214,41.9,425271,324567,69211,4789,43111,42.6
2007,27053,1,26,456129,306125,12695,1087984,18882,1116200,2.39,34.9,65985,1136522,761288,200341,33084,32258,40.6,1255296,810670,284461,25331,41989,39.9
2007,27123,0,5,201236,152326,5212,493509,17886,511035,2.45,33.7,57747,503113,317005,105632,13420,28016,39.8,546598,334172,139071,10668,35188,38.9
2007,27139,0,2,30692,9292,917,88592,180,89498,2.89,32.7,72212,126139,109521,9480,2397,39030,40.8,147201,124537,16450,1584,45545,42.9
2007,27163,0,4,71462,21510,2173,197939,493,201130,2.77,35.1,74576,232536,199160,18718,4404,38410,42.8,259072,215199,26476,3900,45682,43.7
2007,28033,0,1,38792,21222,2003,106621,175,107199,2.75,33.7,53590,154715,117996,19888,3970,29484,40.8,182256,132962,32791,3987,33050,42.3
2007,28089,0,2,27219,18338,1562,72615,349,74674,2.67,33.4,58172,91987,66156,15907,2641,30551,42.3,105482,77555,19881,3649,37558,42.8
2007,29037,0,1,30168,14938,1509,81126,65,82092,2.69,35.8,55258,97598,77199,11346,2903,30058,42,104687,80215,16188,1915,36371,42.7
2007,29047,0,3,72558,45445,3672,181086,786,184006,2.5,35,56772,215015,159269,30172,5639,31655,40.8,246480,174972,46178,6205,36034,41.2
2007,29095,0,24,266294,211464,21937,643170,3229,654880,2.42,35.2,48435,666997,432413,139734,40188,26486,41.2,700733,423278,195728,34227,32432,40.3
2007,29165,0,4,29278,19626,1624,72937,345,73781,2.49,35.9,65236,86894,61801,12844,3231,34369,42.4,102848,73189,18624,2459,40401,42
2007,29183,0,3,101663,39847,3851,280095,433,283883,2.76,34.3,64415,350606,290910,32913,6537,33637,41.8,398472,327954,43757,6924,40727,42.1
2007,29189,0,21,404312,212897,19437,997029,8111,1016315,2.47,37.5,61680,999454,736050,146317,32516,29979,43.6,996179,693145,199388,31935,36555,43.3
2007,29510,0,6,147076,165567,29278,337557,3537,348189,2.3,33.7,32585,318809,154836,98275,35880,20838,37.9,304709,141216,113035,33389,29892,37.6
2007,31055,0,11,182194,140323,10478,451878,3513,463585,2.48,33.6,54651,505545,336200,90713,17246,27428,39.5,565739,364676,127615,15485,36065,39.8
2007,31109,0,2,99187,80813,5030,238094,2994,250291,2.4,32,53676,279428,174278,47558,7263,25471,38.4,315976,194104,66968,6415,32059,38.2
2007,31153,0,1,43426,33464,1555,121294,689,122595,2.79,31.5,59723,152180,114032,20831,3175,33642,40,183956,133314,32832,2785,40315,40.2
2007,31177,0,1,6940,3502,468,18230,4,18780,2.63,37.1,56429,20148,16133,1984,794,30476,45.3,20546,16346,2521,333,39876,44.5
2007,32003,2,47,512253,523870,47546,1356350,22754,1375765,2.65,34.4,50485,1895521,1094497,464602,117139,29440,40,2228866,1224558,720456,103439,31581,40.9
2007,32005,0,1,16401,10659,2605,41023,179,41259,2.5,41.7,57092,47042,34942,7550,4240,30686,46.7,48486,35629,9740,3499,35337,47.3
2007,32029,0,1,1462,617,134,3395,9,3399,2.32,44.5,57095,4016,3433,456,193,35452,50.4,4086,3841,67,265,35106,48.3
2007,32031,0,4,132084,126345,11824,334076,5198,339486,2.53,35.6,54283,412844,248131,90383,20919,28460,41.6,464182,271472,131667,15285,34681,41
2007,33011,0,4,144455,110982,5506,373172,3542,380841,2.58,35.9,62363,399555,282935,71010,11483,32725,42.9,415305,284337,85347,9358,39329,43.8
2007,33015,0,1,104529,53095,8494,274950,969,277359,2.63,37.2,66345,294638,241718,32606,10688,35264,44.6,308211,249698,41510,10716,43643,46.3
2007,34003,0,15,330817,245848,9003,872769,41441,884118,2.64,39.1,78079,896482,635091,200756,17248,39918,44.5,931275,630758,239292,17038,47192,45.8
2007,34005,1,11,154371,78203,6940,409222,3479,423394,2.65,37.1,67481,447861,354737,52680,9098,36753,44.2,446301,336261,71066,11760,42937,44.7
2007,34007,1,21,185744,127689,13935,498526,5333,508932,2.68,35.8,57429,513574,370259,98305,13765,29819,42.4,506721,347520,115836,15587,35001,42.7
2007,34013,1,6,283736,383649,17275,770844,9636,793633,2.72,34.7,54818,780872,390607,291025,34312,29002,41.8,798698,381649,333489,27705,33678,43.3
2007,34015,0,2,90717,40716,4337,249472,662,254673,2.75,36.1,62482,285223,234497,29768,5705,33447,42.9,291745,236399,36667,7569,41212,43.7
2007,34017,0,10,230546,400998,10072,599525,32809,608975,2.6,33.6,44053,622123,224907,310893,27118,29283,37.5,671923,224750,364740,23272,38332,38.2
2007,34021,0,7,125807,98143,7473,329669,4482,350761,2.62,36,68494,364445,244408,73307,13164,31744,42.5,368085,230755,91345,13675,37223,43.7
2007,34023,0,17,265815,221363,7822,729342,41488,750162,2.74,35.7,70749,798882,535335,168360,15097,35875,41.7,825015,520394,217990,14679,42029,43.5
2007,34025,0,11,224236,125877,16648,605265,4955,615301,2.7,37.7,76823,628112,492696,90767,23991,36494,44.7,620821,477899,105806,23853,45851,46.2
2007,34027,1,12,169711,90009,4668,461026,8576,470212,2.72,37.8,89773,489811,385839,67332,9691,42840,44.6,492715,373626,84636,10264,52118,46.1
2007,34029,0,11,200402,87028,48309,503025,1554,510916,2.51,41,56420,569374,453000,77431,53397,29621,43.6,602018,463737,100575,55319,35406,44.7
2007,34031,0,3,163856,206108,6192,479073,6990,489049,2.92,34.8,56054,496204,279615,172714,13795,26696,41.5,502763,259610,203782,8535,32830,42.8
2007,34035,0,4,108984,58635,3039,292981,5404,297490,2.69,37.2,90605,319347,257498,42977,7813,44455,44.1,330151,252294,56836,7369,50608,45.8
2007,34039,0,9,186124,180230,6821,514733,6110,522541,2.77,36.6,65234,529547,337564,144291,13860,31221,42.3,555208,334789,178307,10961,37853,43.3
2007,34041,0,1,38660,23061,2497,100971,378,102437,2.61,37.6,66223,108982,83374,17109,3296,34371,44.6,105730,79500,19076,3226,39852,45.8
2007,35001,0,12,220936,178429,18138,546051,3608,556678,2.47,35,46613,646881,426810,129093,21270,25949,40.8,679037,440480,163513,22583,29656,40.3
2007,35043,0,1,31411,13090,3455,89213,130,89908,2.84,35.1,48984,124263,99140,15543,5454,28135,43.1,144954,115033,21772,4925,31185,43.3
2007,35049,0,2,52482,35313,5219,126916,409,129292,2.42,37.9,50000,141702,100785,22887,9383,27006,45,150319,107673,32042,10344,32407,46.4
2007,36005,0,18,463212,1029161,27447,1285415,27869,1332650,2.78,31.2,30682,1365725,284362,890784,37201,19578,40,1427056,291972,983584,23299,23541,40.2
2007,36027,0,1,99536,68981,6567,261987,2210,280150,2.63,36.7,63254,296152,205246,48460,9994,31395,44,293524,198002,59744,11066,37404,44.9
2007,36029,0,7,380873,273372,34995,919474,6451,950265,2.41,38,49490,921202,627011,181643,42352,25425,42.7,918873,610441,208843,36798,33179,42.1
2007,36047,0,18,880727,1701556,50139,2426027,108470,2465326,2.75,33.1,36188,2466782,832535,1381650,82491,25016,39.7,2576771,854168,1468289,83346,33183,39.4
2007,36055,0,2,286512,211556,17876,708834,6644,735343,2.47,36.1,55900,741274,500953,137204,27598,26293,42.3,743084,477000,171567,23895,32599,42.1
2007,36059,0,15,447387,222789,10764,1312886,10275,1334544,2.93,38.5,81246,1329083,1096634,157080,23888,38218,44.9,1355683,1103493,191166,23271,47254,45.6
2007,36061,0,1,738644,1198295,59500,1477358,115988,1537195,2,35.7,50229,1583345,333096,981036,106809,38031,37.8,1629153,372732,991946,126108,52409,38.2
2007,36063,0,1,87846,54717,7869,215628,488,219846,2.45,38.2,47817,216064,157307,39748,10534,24561,43.2,210145,154518,41392,10517,31684,43.2
2007,36067,0,1,181153,135381,15480,444830,4359,458336,2.46,36.3,51876,463704,314347,84266,18329,26229,42.9,461591,301476,104834,21719,33563,42.7
2007,36071,0,1,114788,99840,7966,327675,1314,341367,2.85,34.7,60355,370201,255288,70780,11183,30652,42.4,382077,259303,90759,13836,36265,43.6
2007,36081,1,8,782664,1200066,34586,2202506,205266,2229379,2.81,35.4,48608,2199169,1053838,929160,58046,27346,40.7,2270976,1063995,1035625,81428,33537,41.9
2007,36085,0,3,156341,135906,7652,434542,7284,443728,2.78,35.9,64333,463450,332887,99141,11628,34476,42.4,475596,340498,110263,13723,40536,43.5
2007,36087,0,4,92675,73656,2298,279104,3617,286753,3.01,36.2,78806,305461,208516,70080,4976,35210,44.1,325213,210018,87690,5454,40158,44.4
2007,36103,0,27,469299,241868,53024,1390791,8200,1419369,2.96,36.5,72112,1482548,1212481,178480,69395,35502,43.3,1481364,1214246,196898,81137,43018,45.2
2007,36111,0,3,67499,47150,10157,166455,785,177749,2.47,38.2,51708,182782,123440,31009,12316,27587,44.7,178371,118515,37825,15284,32345,45.4
2007,36119,1,8,337142,332492,12303,899806,16703,923459,2.67,37.6,79881,939406,590888,251134,22703,37517,44.4,968738,597811,286653,22830,44184,45.2
2007,37001,0,2,51584,37131,3879,127049,479,130800,2.46,36.3,46479,147072,97732,26929,6170,23020,41.8,166144,109756,38859,6263,28904,43.4
2007,37025,0,10,49519,31332,3329,128894,320,131063,2.6,35.4,53692,169990,124029,28143,5750,27500,41.4,211605,153256,40058,8259,34297,42.3
2007,37037,0,0,19741,11138,1617,48726,72,49329,2.47,38.8,50909,61426,48220,8024,2849,26194,44.6,72853,55770,12999,3123,34183,47.1
2007,37063,0,5,89015,93949,6437,213504,3934,223314,2.4,32.2,53223,258578,137066,63196,12190,27040,38.4,317665,173418,84629,9071,35085,39.3
2007,37067,0,4,123851,96784,9242,296118,1196,306067,2.39,36,52032,342989,220352,76229,17541,25968,41.8,378499,236887,98071,17875,30044,42.6
2007,37071,0,3,73936,56586,4906,187274,661,190365,2.53,36.2,46271,202642,139297,40266,10173,22272,42.1,222119,145976,54243,8611,28258,42.7
2007,37077,0,2,16654,10516,1242,43007,52,48498,2.58,36.2,46013,58071,40457,9576,2420,23697,42.4,59823,42519,10309,3020,29384,45
2007,37081,0,8,168667,142209,11724,407071,4125,421048,2.41,34.9,52638,475786,295639,111249,23816,25595,41,532956,312987,145997,21831,30173,42
2007,37097,0,1,47360,28771,4558,121077,751,122660,2.56,36.5,49078,154632,115841,22625,8856,25153,42.3,178853,128496,34567,7245,31174,43.8
2007,37101,0,5,46595,31687,3601,120248,95,121965,2.58,34.2,48599,160675,114925,31238,6338,26503,41.1,203308,150283,39102,6243,30833,42.8
2007,37119,1,27,273416,236341,19364,680042,7350,695454,2.49,33.1,60608,882761,559964,171682,35768,30229,39,1095170,638003,309586,33652,36443,39.8
2007,37135,0,2,45863,40589,3426,108284,2207,118227,2.36,30.4,59874,129562,78038,22170,4826,25600,41.2,146354,89695,27887,5771,33000,41.4
2007,37151,0,2,50659,29557,3763,129109,328,130454,2.55,36.2,44369,140034,102854,23021,5585,21849,43.2,143460,102750,28114,5880,26394,45.2
2007,37159,0,1,49940,32133,4040,125644,389,130340,2.52,36.4,44242,136880,93992,26808,6753,22749,42.5,140978,96774,30599,7915,27075,43.3
2007,37179,1,4,43390,24293,2305,122011,133,123677,2.81,34,56197,190346,153737,21971,4430,30099,42,235767,190766,30407,4756,35468,44.4
2007,37183,0,13,242040,184629,16913,608654,7158,627846,2.51,32.9,67149,850546,572576,150229,29792,32996,40,1091662,711185,232628,31168,41189,41.6
2007,39017,0,6,123082,81757,6711,321560,1359,332807,2.61,34.2,57513,363465,253374,57861,12517,26516,41.6,382129,259996,78232,11853,33170,41.9
2007,39023,0,1,56648,38332,4408,140825,221,144742,2.49,37.6,48259,139374,95796,26399,6429,22945,43.5,134409,87232,29086,6421,27601,43.3
2007,39025,0,1,66013,37870,3213,176512,406,177977,2.67,34.8,57032,195312,152908,25754,6872,29226,42.5,205616,153494,35832,4291,34322,43.2
2007,39035,0,14,571457,439286,45446,1363800,9753,1393978,2.39,37.3,49559,1293825,831487,284034,83693,24664,43.1,1241475,740584,343981,69908,30820,42.3
2007,39041,0,3,39674,16871,2700,107262,270,109989,2.7,35.3,76453,166108,139360,12973,3134,41466,42.2,205454,170753,21902,3211,48557,43.7
2007,39045,0,2,45425,24895,2497,120168,127,122759,2.65,36.2,55539,143949,109830,17147,3965,28076,42.6,156204,118302,24994,4496,34680,43.2
2007,39049,0,28,438778,406621,32238,1046872,16871,1068978,2.39,32.5,53905,1141117,661414,277668,65782,27516,39,1304715,710340,391091,40241,34256,38.4
2007,39055,0,1,31630,9487,1175,89848,25,90895,2.84,38.7,67427,93604,81132,7156,1980,30912,46.6,93657,81737,8731,1977,37102,47
2007,39057,0,0,55312,38592,2912,140105,1175,147886,2.53,35.6,57954,159940,106981,26850,5417,26514,41.5,167867,108962,34166,4881,33592,41
2007,39061,0,9,346790,281451,26603,826329,6225,845303,2.38,35.5,53449,802194,510736,170545,51050,26430,41.7,815790,495242,210015,35512,32732,40.3
2007,39085,0,3,89700,42828,3787,224611,643,227511,2.5,38.6,57134,229418,180117,30677,6135,28641,44.3,229755,171164,40474,6678,34177,44.5
2007,39089,0,1,55609,32269,3151,142236,216,145491,2.56,36.6,51969,163708,121532,22865,5829,26635,42.8,175409,126576,33222,6568,32311,43
2007,39093,0,1,105836,64901,5532,276180,380,284664,2.61,36.5,52856,299605,219504,44445,11067,25831,43.4,309134,220802,58061,10315,30877,44.1
2007,39097,0,2,13672,9265,727,35787,57,40213,2.62,35.8,50520,42844,27348,6549,1100,25213,42.6,44248,28825,7460,1126,32923,44.3
2007,39109,0,2,38437,24715,2117,97469,281,98868,2.54,37.7,51169,102315,73581,17877,2729,26159,43.9,106074,77518,20215,3134,31362,43.4
2007,39129,0,2,17599,11078,997,46230,25,52727,2.63,36,49259,55128,37522,8596,1920,25192,42,58112,39909,10226,1731,31254,42.2
2007,39153,0,2,217788,138879,13092,533755,2773,542899,2.45,37.2,52200,543150,387065,109615,21192,26167,42.9,540810,363525,125081,19442,31608,43
2007,39159,0,0,14346,7741,871,38728,41,40909,2.7,34.5,58384,50708,38497,6110,1303,32574,42.2,57871,44875,6264,1083,41298,43.1
2007,39165,0,2,55966,27396,2726,151999,429,158383,2.72,35.2,64692,207790,163934,21666,4735,33801,42.4,232540,181389,29385,4291,40957,44.3
2007,40017,0,0,31484,16506,2485,85227,137,87697,2.71,35.4,51180,109814,83263,13100,3931,30314,41.6,144610,107114,24922,3288,35460,40.4
2007,40027,0,2,79186,56836,5658,198529,2471,208016,2.51,32.2,51257,246831,165099,36286,8994,25650,38.4,282189,178017,57102,7939,33081,39.3
2007,40031,1,1,39808,41819,5608,104676,671,114996,2.63,30.1,39214,119902,63313,24685,5727,22224,37.6,121374,60120,31474,8424,26979,36.1
2007,40083,0,0,12389,6502,1517,31847,23,33924,2.57,36.1,44340,39777,30054,5101,2139,21928,43,47401,38141,5343,1867,31545,42.8
2007,40109,0,8,266834,243006,28186,643454,7538,660448,2.41,34.2,42797,704023,434294,146544,38166,23961,39.9,792668,470892,203627,35732,31025,39.9
2007,40143,0,1,226892,194420,17061,551211,3555,563299,2.43,34.4,47489,589757,373271,123565,25849,25382,40.7,650291,394171,164338,30432,31597,40.7
2007,41005,0,7,128201,86583,8753,335513,1862,338391,2.62,37.5,60791,370479,270521,62249,11374,31005,44.2,415084,303259,78088,9498,39093,43.7
2007,41047,0,2,101641,100541,6533,274246,1536,284834,2.7,33.7,46202,309894,185170,72259,6857,22656,41.1,343742,204635,101406,7031,29911,40.4
2007,41051,1,18,272098,253679,16463,643798,12147,660486,2.37,34.9,51118,712036,417669,176983,21203,26589,39.2,809869,462737,232465,18886,36198,39.4
2007,41067,1,14,169162,159204,9751,441241,10338,445342,2.61,33,61499,516665,331451,109876,12335,30924,40.4,595761,371711,154117,8992,40223,40.9
2007,41071,0,3,28732,23875,1538,79968,156,84992,2.78,34.1,50336,96930,64927,16482,2338,24429,42.2,106087,71498,22728,1962,30924,41.6
2007,42003,0,5,537150,339035,46496,1241049,10627,1281666,2.31,39.6,49815,1223066,851188,227662,66992,25690,43.3,1218380,814078,259198,56721,35044,42
2007,42017,0,11,218725,103613,6773,588611,4639,597635,2.69,37.7,68727,622859,502755,81970,14699,33555,44.7,627668,504477,87607,10610,41559,46.1
2007,42029,0,5,157905,81017,5868,418757,2829,433501,2.65,36.9,76916,490571,380956,61562,8123,37625,43.8,521980,395433,76250,8764,44738,44.9
2007,42045,0,9,206320,120418,10658,529123,6651,550864,2.56,37.4,61590,556468,406275,93509,16003,30398,43.5,565328,393437,117322,15150,36407,43.4
2007,42077,0,1,121906,81191,7004,301839,2337,312090,2.48,38.3,53147,343946,237797,61453,8086,26335,42.8,367338,235475,90775,6627,31872,42.3
2007,42091,0,10,286098,151096,11336,726840,10676,750097,2.54,38.2,72183,790497,604294,112382,15791,36523,44,827180,609501,143779,17541,43787,44.8
2007,42101,1,10,590071,535584,71887,1462819,28066,1517550,2.48,34.2,37036,1504950,851376,453333,94456,21028,38.7,1581531,844565,528944,75996,27331,37.4
2007,44003,0,1,67320,37423,3045,165219,691,167090,2.45,38.9,57491,167235,130132,25798,4297,31178,43.6,164122,120876,32101,4441,38683,44.3
2007,44007,0,8,239936,252098,13278,595148,9343,621602,2.48,35.4,46694,628413,355077,173974,25389,23939,40.7,636161,358839,198899,25738,31346,40.7
2007,44009,0,1,46907,27606,9909,118301,650,123546,2.52,37.4,64112,126987,96794,14925,12507,31429,44.3,126139,92397,21943,14141,37324,46.8
2007,45013,1,4,45532,33004,14977,114328,244,120937,2.51,35.8,52704,155550,99617,28896,25683,27870,40.3,189732,133279,36802,26828,33253,42.7
2007,45015,0,6,49922,34666,4795,137209,604,142651,2.75,32,44242,169878,115658,31798,9657,25120,39.4,222103,157585,40578,6677,31586,39.6
2007,45019,1,18,123326,108019,17705,298571,1396,309969,2.42,34.5,47139,342434,208375,78327,29310,26159,39.3,407543,253080,102952,28110,36619,39.8
